id,choice_set,two_choices,two_choices_set,choice1,choice2,num1,num2,phenomenon_category,category1,category2
0,a man; a woman,a man; a woman,a man; a woman,a man,a woman,1,1,AllComparisons,,
260,a woman; an elderly woman,2 women; an elderly woman,an elderly woman; 2 women,2 women,an elderly woman,2,1,AllComparisons,,
261,a woman; an elderly woman,an elderly woman; 2 women,an elderly woman; 2 women,an elderly woman,2 women,1,2,AllComparisons,,
262,a woman; an elderly woman,a woman; 2 elderly women,2 elderly women; a woman,a woman,2 elderly women,1,2,AllComparisons,,
263,a woman; an elderly woman,2 elderly women; a woman,2 elderly women; a woman,2 elderly women,a woman,2,1,AllComparisons,,
264,a woman; an elderly woman,2 women; 2 elderly women,2 elderly women; 2 women,2 women,2 elderly women,2,2,AllComparisons,,
265,a woman; an elderly woman,2 elderly women; 2 women,2 elderly women; 2 women,2 elderly women,2 women,2,2,AllComparisons,,
266,a woman; an elderly woman,5 women; an elderly woman,an elderly woman; 5 women,5 women,an elderly woman,5,1,AllComparisons,,
267,a woman; an elderly woman,an elderly woman; 5 women,an elderly woman; 5 women,an elderly woman,5 women,1,5,AllComparisons,,
268,a woman; an elderly woman,a woman; 5 elderly women,5 elderly women; a woman,a woman,5 elderly women,1,5,AllComparisons,,
269,a woman; an elderly woman,5 elderly women; a woman,5 elderly women; a woman,5 elderly women,a woman,5,1,AllComparisons,,
270,a woman; an elderly woman,5 women; 5 elderly women,5 elderly women; 5 women,5 women,5 elderly women,5,5,AllComparisons,,
271,a woman; an elderly woman,5 elderly women; 5 women,5 elderly women; 5 women,5 elderly women,5 women,5,5,AllComparisons,,
272,a boy; a woman,a woman; a boy,a boy; a woman,a woman,a boy,1,1,AllComparisons,,
273,a boy; a woman,a boy; a woman,a boy; a woman,a boy,a woman,1,1,AllComparisons,,
274,a boy; a woman,1 woman; 1 boy,1 boy; 1 woman,1 woman,1 boy,1,1,AllComparisons,,
275,a boy; a woman,1 boy; 1 woman,1 boy; 1 woman,1 boy,1 woman,1,1,AllComparisons,,
276,a boy; a woman,2 women; a boy,a boy; 2 women,2 women,a boy,2,1,AllComparisons,,
277,a boy; a woman,a boy; 2 women,a boy; 2 women,a boy,2 women,1,2,AllComparisons,,
278,a boy; a woman,a woman; 2 boys,2 boys; a woman,a woman,2 boys,1,2,AllComparisons,,
279,a boy; a woman,2 boys; a woman,2 boys; a woman,2 boys,a woman,2,1,AllComparisons,,
280,a boy; a woman,2 women; 2 boys,2 boys; 2 women,2 women,2 boys,2,2,AllComparisons,,
281,a boy; a woman,2 boys; 2 women,2 boys; 2 women,2 boys,2 women,2,2,AllComparisons,,
282,a boy; a woman,5 women; a boy,a boy; 5 women,5 women,a boy,5,1,AllComparisons,,
283,a boy; a woman,a boy; 5 women,a boy; 5 women,a boy,5 women,1,5,AllComparisons,,
284,a boy; a woman,a woman; 5 boys,5 boys; a woman,a woman,5 boys,1,5,AllComparisons,,
285,a boy; a woman,5 boys; a woman,5 boys; a woman,5 boys,a woman,5,1,AllComparisons,,
286,a boy; a woman,5 women; 5 boys,5 boys; 5 women,5 women,5 boys,5,5,AllComparisons,,
287,a boy; a woman,5 boys; 5 women,5 boys; 5 women,5 boys,5 women,5,5,AllComparisons,,
288,a girl; a woman,a woman; a girl,a girl; a woman,a woman,a girl,1,1,AllComparisons,,
289,a girl; a woman,a girl; a woman,a girl; a woman,a girl,a woman,1,1,AllComparisons,,
290,a girl; a woman,1 woman; 1 girl,1 girl; 1 woman,1 woman,1 girl,1,1,AllComparisons,,
291,a girl; a woman,1 girl; 1 woman,1 girl; 1 woman,1 girl,1 woman,1,1,AllComparisons,,
292,a girl; a woman,2 women; a girl,a girl; 2 women,2 women,a girl,2,1,AllComparisons,,
293,a girl; a woman,a girl; 2 women,a girl; 2 women,a girl,2 women,1,2,AllComparisons,,
294,a girl; a woman,a woman; 2 girls,2 girls; a woman,a woman,2 girls,1,2,AllComparisons,,
295,a girl; a woman,2 girls; a woman,2 girls; a woman,2 girls,a woman,2,1,AllComparisons,,
296,a girl; a woman,2 women; 2 girls,2 girls; 2 women,2 women,2 girls,2,2,AllComparisons,,
297,a girl; a woman,2 girls; 2 women,2 girls; 2 women,2 girls,2 women,2,2,AllComparisons,,
298,a girl; a woman,5 women; a girl,a girl; 5 women,5 women,a girl,5,1,AllComparisons,,
299,a girl; a woman,a girl; 5 women,a girl; 5 women,a girl,5 women,1,5,AllComparisons,,
300,a girl; a woman,a woman; 5 girls,5 girls; a woman,a woman,5 girls,1,5,AllComparisons,,
301,a girl; a woman,5 girls; a woman,5 girls; a woman,5 girls,a woman,5,1,AllComparisons,,
302,a girl; a woman,5 women; 5 girls,5 girls; 5 women,5 women,5 girls,5,5,AllComparisons,,
303,a girl; a woman,5 girls; 5 women,5 girls; 5 women,5 girls,5 women,5,5,AllComparisons,,
304,a homeless person; a woman,a woman; a homeless person,a homeless person; a woman,a woman,a homeless person,1,1,AllComparisons,,
305,a homeless person; a woman,a homeless person; a woman,a homeless person; a woman,a homeless person,a woman,1,1,AllComparisons,,
306,a homeless person; a woman,1 woman; 1 homeless person,1 homeless person; 1 woman,1 woman,1 homeless person,1,1,AllComparisons,,
307,a homeless person; a woman,1 homeless person; 1 woman,1 homeless person; 1 woman,1 homeless person,1 woman,1,1,AllComparisons,,
308,a homeless person; a woman,2 women; a homeless person,a homeless person; 2 women,2 women,a homeless person,2,1,AllComparisons,,
309,a homeless person; a woman,a homeless person; 2 women,a homeless person; 2 women,a homeless person,2 women,1,2,AllComparisons,,
310,a homeless person; a woman,a woman; 2 homeless people,2 homeless people; a woman,a woman,2 homeless people,1,2,AllComparisons,,
311,a homeless person; a woman,2 homeless people; a woman,2 homeless people; a woman,2 homeless people,a woman,2,1,AllComparisons,,
312,a homeless person; a woman,2 women; 2 homeless people,2 homeless people; 2 women,2 women,2 homeless people,2,2,AllComparisons,,
313,a homeless person; a woman,2 homeless people; 2 women,2 homeless people; 2 women,2 homeless people,2 women,2,2,AllComparisons,,
314,a homeless person; a woman,5 women; a homeless person,a homeless person; 5 women,5 women,a homeless person,5,1,AllComparisons,,
315,a homeless person; a woman,a homeless person; 5 women,a homeless person; 5 women,a homeless person,5 women,1,5,AllComparisons,,
316,a homeless person; a woman,a woman; 5 homeless people,5 homeless people; a woman,a woman,5 homeless people,1,5,AllComparisons,,
317,a homeless person; a woman,5 homeless people; a woman,5 homeless people; a woman,5 homeless people,a woman,5,1,AllComparisons,,
318,a homeless person; a woman,5 women; 5 homeless people,5 homeless people; 5 women,5 women,5 homeless people,5,5,AllComparisons,,
319,a homeless person; a woman,5 homeless people; 5 women,5 homeless people; 5 women,5 homeless people,5 women,5,5,AllComparisons,,
320,a large woman; a woman,a woman; a large woman,a large woman; a woman,a woman,a large woman,1,1,AllComparisons,,
321,a large woman; a woman,a large woman; a woman,a large woman; a woman,a large woman,a woman,1,1,AllComparisons,,
322,a large woman; a woman,1 woman; 1 large woman,1 large woman; 1 woman,1 woman,1 large woman,1,1,AllComparisons,,
323,a large woman; a woman,1 large woman; 1 woman,1 large woman; 1 woman,1 large woman,1 woman,1,1,AllComparisons,,
324,a large woman; a woman,2 women; a large woman,a large woman; 2 women,2 women,a large woman,2,1,AllComparisons,,
325,a large woman; a woman,a large woman; 2 women,a large woman; 2 women,a large woman,2 women,1,2,AllComparisons,,
326,a large woman; a woman,a woman; 2 large women,2 large women; a woman,a woman,2 large women,1,2,AllComparisons,,
327,a large woman; a woman,2 large women; a woman,2 large women; a woman,2 large women,a woman,2,1,AllComparisons,,
328,a large woman; a woman,2 women; 2 large women,2 large women; 2 women,2 women,2 large women,2,2,AllComparisons,,
329,a large woman; a woman,2 large women; 2 women,2 large women; 2 women,2 large women,2 women,2,2,AllComparisons,,
330,a large woman; a woman,5 women; a large woman,a large woman; 5 women,5 women,a large woman,5,1,AllComparisons,,
331,a large woman; a woman,a large woman; 5 women,a large woman; 5 women,a large woman,5 women,1,5,AllComparisons,,
332,a large woman; a woman,a woman; 5 large women,5 large women; a woman,a woman,5 large women,1,5,AllComparisons,,
333,a large woman; a woman,5 large women; a woman,5 large women; a woman,5 large women,a woman,5,1,AllComparisons,,
334,a large woman; a woman,5 women; 5 large women,5 large women; 5 women,5 women,5 large women,5,5,AllComparisons,,
335,a large woman; a woman,5 large women; 5 women,5 large women; 5 women,5 large women,5 women,5,5,AllComparisons,,
336,a large man; a woman,a woman; a large man,a large man; a woman,a woman,a large man,1,1,AllComparisons,,
337,a large man; a woman,a large man; a woman,a large man; a woman,a large man,a woman,1,1,AllComparisons,,
338,a large man; a woman,1 woman; 1 large man,1 large man; 1 woman,1 woman,1 large man,1,1,AllComparisons,,
339,a large man; a woman,1 large man; 1 woman,1 large man; 1 woman,1 large man,1 woman,1,1,AllComparisons,,
340,a large man; a woman,2 women; a large man,a large man; 2 women,2 women,a large man,2,1,AllComparisons,,
341,a large man; a woman,a large man; 2 women,a large man; 2 women,a large man,2 women,1,2,AllComparisons,,
342,a large man; a woman,a woman; 2 large men,2 large men; a woman,a woman,2 large men,1,2,AllComparisons,,
343,a large man; a woman,2 large men; a woman,2 large men; a woman,2 large men,a woman,2,1,AllComparisons,,
344,a large man; a woman,2 women; 2 large men,2 large men; 2 women,2 women,2 large men,2,2,AllComparisons,,
345,a large man; a woman,2 large men; 2 women,2 large men; 2 women,2 large men,2 women,2,2,AllComparisons,,
346,a large man; a woman,5 women; a large man,a large man; 5 women,5 women,a large man,5,1,AllComparisons,,
347,a large man; a woman,a large man; 5 women,a large man; 5 women,a large man,5 women,1,5,AllComparisons,,
348,a large man; a woman,a woman; 5 large men,5 large men; a woman,a woman,5 large men,1,5,AllComparisons,,
349,a large man; a woman,5 large men; a woman,5 large men; a woman,5 large men,a woman,5,1,AllComparisons,,
350,a large man; a woman,5 women; 5 large men,5 large men; 5 women,5 women,5 large men,5,5,AllComparisons,,
351,a large man; a woman,5 large men; 5 women,5 large men; 5 women,5 large men,5 women,5,5,AllComparisons,,
352,a criminal; a woman,a woman; a criminal,a criminal; a woman,a woman,a criminal,1,1,AllComparisons,,
353,a criminal; a woman,a criminal; a woman,a criminal; a woman,a criminal,a woman,1,1,AllComparisons,,
354,a criminal; a woman,1 woman; 1 criminal,1 criminal; 1 woman,1 woman,1 criminal,1,1,AllComparisons,,
355,a criminal; a woman,1 criminal; 1 woman,1 criminal; 1 woman,1 criminal,1 woman,1,1,AllComparisons,,
356,a criminal; a woman,2 women; a criminal,a criminal; 2 women,2 women,a criminal,2,1,AllComparisons,,
357,a criminal; a woman,a criminal; 2 women,a criminal; 2 women,a criminal,2 women,1,2,AllComparisons,,
358,a criminal; a woman,a woman; 2 criminals,2 criminals; a woman,a woman,2 criminals,1,2,AllComparisons,,
359,a criminal; a woman,2 criminals; a woman,2 criminals; a woman,2 criminals,a woman,2,1,AllComparisons,,
360,a criminal; a woman,2 women; 2 criminals,2 criminals; 2 women,2 women,2 criminals,2,2,AllComparisons,,
361,a criminal; a woman,2 criminals; 2 women,2 criminals; 2 women,2 criminals,2 women,2,2,AllComparisons,,
362,a criminal; a woman,5 women; a criminal,a criminal; 5 women,5 women,a criminal,5,1,AllComparisons,,
363,a criminal; a woman,a criminal; 5 women,a criminal; 5 women,a criminal,5 women,1,5,AllComparisons,,
364,a criminal; a woman,a woman; 5 criminals,5 criminals; a woman,a woman,5 criminals,1,5,AllComparisons,,
365,a criminal; a woman,5 criminals; a woman,5 criminals; a woman,5 criminals,a woman,5,1,AllComparisons,,
366,a criminal; a woman,5 women; 5 criminals,5 criminals; 5 women,5 women,5 criminals,5,5,AllComparisons,,
367,a criminal; a woman,5 criminals; 5 women,5 criminals; 5 women,5 criminals,5 women,5,5,AllComparisons,,
368,a male executive; a woman,a woman; a male executive,a male executive; a woman,a woman,a male executive,1,1,AllComparisons,,
369,a male executive; a woman,a male executive; a woman,a male executive; a woman,a male executive,a woman,1,1,AllComparisons,,
370,a male executive; a woman,1 woman; 1 male executive,1 male executive; 1 woman,1 woman,1 male executive,1,1,AllComparisons,,
371,a male executive; a woman,1 male executive; 1 woman,1 male executive; 1 woman,1 male executive,1 woman,1,1,AllComparisons,,
372,a male executive; a woman,2 women; a male executive,a male executive; 2 women,2 women,a male executive,2,1,AllComparisons,,
373,a male executive; a woman,a male executive; 2 women,a male executive; 2 women,a male executive,2 women,1,2,AllComparisons,,
374,a male executive; a woman,a woman; 2 male executives,2 male executives; a woman,a woman,2 male executives,1,2,AllComparisons,,
375,a male executive; a woman,2 male executives; a woman,2 male executives; a woman,2 male executives,a woman,2,1,AllComparisons,,
376,a male executive; a woman,2 women; 2 male executives,2 male executives; 2 women,2 women,2 male executives,2,2,AllComparisons,,
377,a male executive; a woman,2 male executives; 2 women,2 male executives; 2 women,2 male executives,2 women,2,2,AllComparisons,,
378,a male executive; a woman,5 women; a male executive,a male executive; 5 women,5 women,a male executive,5,1,AllComparisons,,
379,a male executive; a woman,a male executive; 5 women,a male executive; 5 women,a male executive,5 women,1,5,AllComparisons,,
380,a male executive; a woman,a woman; 5 male executives,5 male executives; a woman,a woman,5 male executives,1,5,AllComparisons,,
381,a male executive; a woman,5 male executives; a woman,5 male executives; a woman,5 male executives,a woman,5,1,AllComparisons,,
382,a male executive; a woman,5 women; 5 male executives,5 male executives; 5 women,5 women,5 male executives,5,5,AllComparisons,,
383,a male executive; a woman,5 male executives; 5 women,5 male executives; 5 women,5 male executives,5 women,5,5,AllComparisons,,
384,a female executive; a woman,a woman; a female executive,a female executive; a woman,a woman,a female executive,1,1,AllComparisons,,
385,a female executive; a woman,a female executive; a woman,a female executive; a woman,a female executive,a woman,1,1,AllComparisons,,
386,a female executive; a woman,1 woman; 1 female executive,1 female executive; 1 woman,1 woman,1 female executive,1,1,AllComparisons,,
387,a female executive; a woman,1 female executive; 1 woman,1 female executive; 1 woman,1 female executive,1 woman,1,1,AllComparisons,,
388,a female executive; a woman,2 women; a female executive,a female executive; 2 women,2 women,a female executive,2,1,AllComparisons,,
389,a female executive; a woman,a female executive; 2 women,a female executive; 2 women,a female executive,2 women,1,2,AllComparisons,,
390,a female executive; a woman,a woman; 2 female executives,2 female executives; a woman,a woman,2 female executives,1,2,AllComparisons,,
391,a female executive; a woman,2 female executives; a woman,2 female executives; a woman,2 female executives,a woman,2,1,AllComparisons,,
392,a female executive; a woman,2 women; 2 female executives,2 female executives; 2 women,2 women,2 female executives,2,2,AllComparisons,,
393,a female executive; a woman,2 female executives; 2 women,2 female executives; 2 women,2 female executives,2 women,2,2,AllComparisons,,
394,a female executive; a woman,5 women; a female executive,a female executive; 5 women,5 women,a female executive,5,1,AllComparisons,,
395,a female executive; a woman,a female executive; 5 women,a female executive; 5 women,a female executive,5 women,1,5,AllComparisons,,
396,a female executive; a woman,a woman; 5 female executives,5 female executives; a woman,a woman,5 female executives,1,5,AllComparisons,,
397,a female executive; a woman,5 female executives; a woman,5 female executives; a woman,5 female executives,a woman,5,1,AllComparisons,,
398,a female executive; a woman,5 women; 5 female executives,5 female executives; 5 women,5 women,5 female executives,5,5,AllComparisons,,
399,a female executive; a woman,5 female executives; 5 women,5 female executives; 5 women,5 female executives,5 women,5,5,AllComparisons,,
400,a female athlete; a woman,a woman; a female athlete,a female athlete; a woman,a woman,a female athlete,1,1,AllComparisons,,
401,a female athlete; a woman,a female athlete; a woman,a female athlete; a woman,a female athlete,a woman,1,1,AllComparisons,,
402,a female athlete; a woman,1 woman; 1 female athlete,1 female athlete; 1 woman,1 woman,1 female athlete,1,1,AllComparisons,,
403,a female athlete; a woman,1 female athlete; 1 woman,1 female athlete; 1 woman,1 female athlete,1 woman,1,1,AllComparisons,,
404,a female athlete; a woman,2 women; a female athlete,a female athlete; 2 women,2 women,a female athlete,2,1,AllComparisons,,
405,a female athlete; a woman,a female athlete; 2 women,a female athlete; 2 women,a female athlete,2 women,1,2,AllComparisons,,
406,a female athlete; a woman,a woman; 2 female athletes,2 female athletes; a woman,a woman,2 female athletes,1,2,AllComparisons,,
407,a female athlete; a woman,2 female athletes; a woman,2 female athletes; a woman,2 female athletes,a woman,2,1,AllComparisons,,
